id	address	about	review_name	review_stars	review_count	property_amenities	room_features	room_types	good_to_know
488	Old town, Parikia 84400 Greece	Situated in a quiet and pedestrian street, the Margarita Hotel is just at three minutes walk from the port (center) and the beach of Parikia (the capital of Paros Island).Under a new management, the welcoming and friendly new owner (half french half greek woman and her frensh haspend), a multilingual fluent speaking and specialized greek's islands guide (English, french, greek, italian) will furthermore provides you all services needed.	Excellent	5.0	109 reviews	Free parking Free High Speed Internet (WiFi) Wifi Pool / beach towels Pets Allowed ( Dog / Pet Friendly ) Shuttle bus service Rooftop terrace Ironing service	Air conditioning Private balcony Refrigerator	Family rooms	HOTEL CLASS 1.0 of 5 stars HOTEL STYLE Quirky Hotels Trendy Languages Spoken English, French, Chinese, Greek and 1 more
489	155 Karrika Nagusia Maison ATALOZTI, 64220 ASCARAT Saint-Jean-Pied-de-Port France	Maison D'hôtes ATALOZTI est située à ASCARAT prés de ST JEAN PIED DE PORT	Excellent	5.0	20 reviews	Free High Speed Internet (WiFi)			HOTEL STYLE Quaint Charming Languages Spoken French
490	531 Baldwin Run Rd. Little Marsh, Wellsboro, PA 16950	Come inside and take a look at our remote cabins just minutes from the Grand Canyon of Pennsylvania. From the beautiful moon-lit winter nights to the breathtaking amber autumn days, White Birch Cabins brings Heaven to your feet.	Excellent	5.0	3 reviews				HOTEL STYLE Hidden Gem Quaint
491	Via Vittoria 64 Via Del Babuino172, 00187 Rome Italy	InCentrum is a new idea of hospitality, combining practicality and comfort thanks to its apartments located in the heart of Rome. Situated in the prestigious and central location of Via Vittoria 64 and via Via del Babuinio 172, moments from the Spanish steps and Piazza del Popolo. The apartments have been recently refurbished to a high standard and are elegantly furnished with original features and some with frescoed ceilings. Each apartment has air conditioning, large windows with either balconies or terraces, flat screen TV, Wi-Fi, laundry service, and fully equipped kitchen. Incentrum is the opportunity to live Rome like your home for a week or a lifetime.	Excellent	5.0	180 reviews	Paid public parking nearby Free High Speed Internet (WiFi) Complimentary Instant Coffee Children's television networks Highchairs available Airport transportation Non-smoking hotel Doorperson Wifi Express check-in / check-out Ironing service	Air conditioning Desk Housekeeping Interconnected rooms available Coffee / tea maker Kitchenette Cable / satellite TV Bidet Safe Telephone Clothes rack Iron Private bathrooms Microwave Refrigerator Electric kettle Kitchenware Flatscreen TV Bath / shower Complimentary toiletries Hair dryer	City view Non-smoking rooms	HOTEL STYLE Mid-range Centrally Located Languages Spoken English, French, Russian, Spanish and 2 more
492	Via Certaldese 27, 50050, Gambassi Terme Italy	L'agriturismo Olmo è posizionato nelle colline toscane, immerso fra uliveti e vigneti. La location comprende anche un giardino molto curato e una bellissima piscina dove abbiamo trascorso in tranquillità i nostri pomeriggi. A poca distanza si possono visitare molte tra le città più belle come San Gimignano, Volterra. Siena, Monteriggioni... Helga la titolare e' molto attenta sia per la conduzione della struttura che per risolvere tutte le esigenze dei suoi ospiti. Sicuramente torneremo presto	Excellent	5.0	6 reviews				HOTEL STYLE Mid-range
493	3545 Takanechokiyosato, Hokuto 407-0301 Yamanashi Prefecture								
494	725 Queen Street East, St. Marys, Ontario N4X 1G2 Canada	Envision a retreat from the everyday, where you indulge in the seamless fusion of golf, culinary delights, momentous celebrations, and tranquil relaxation. Here, nature’s grand tapestry of endless fairways and mature trees envelops you, simultaneously calming the nerves and invigorating the senses. Conveniently perched above the ninth hole of the St. Marys Golf &amp; Country Club, and in close proximity to the St. Marys Weddings event spaces and Social Thirty-One restaurant, The Penrose is a unique destination that offers boutique accommodations and premium amenities. Featuring nine stylish and thoughtfully-designed suites that overlook sweeping views of the golf course valley, here is where every stay has a story.				Free parking Free High Speed Internet (WiFi) Restaurant Complimentary Instant Coffee Golf course Conference facilities Banquet room Outdoor furniture Meeting rooms	Blackout curtains Air conditioning Dining area Fireplace Coffee / tea maker Flatscreen TV Sofa bed Walk-in shower Housekeeping Private balcony Iron Kitchenette Dishwasher Microwave Refrigerator Electric kettle Kitchenware Complimentary toiletries Hair dryer	Suites	
495	C.Da Calabrese 22, 72014 Calabrese, Cisternino Italy	Bellissima esperienza quella di alloggiare in un trullo.. Ci siamo trovati molto bene.. Pulitissimo, spazioso, con un bel terrazzo.. La proprietaria gentile e disponibile .... Con tanto di dolcetti e altre cose di benvenuto.. Se ci ricapita di tornare a cisternino sceglieremo di nuovo il trullo particular 😉	Excellent	5.0	1 review	Children Activities (Kid / Family Friendly)			
496	Pelling Chumbong Road Near Retreat 108, Naku 737113 India	Painted in soothing shades, the rooms here are charming and furnished with modern wooden pieces. The windows allow the guests to enjoy the outside views. The reception is aesthetic and the restaurant is spacious. The property is situated on Pelling Chumbong Road in Pelling. Tourist attractions nearby include Sanghak Choeling Monastery, Sky Walk Pelling Sikkim, Gaint Statue Sangachuling Monasetery / Chenrezing, and St. Mary's Ground. Amenities Ample parking space is offered to the guests. CCTV cameras are installed for security purpose. Guests can enjoy free internet service here. The property also offers the first-aid facility, play station area, daily housekeeping, and power backup facility to its guests. The rooms have TVs and a mini-fridge also. What's Nearby Eateries in the close proximity of the property include Big Bite, Ladak Restaurant, Waachipa Bar &amp; Restaurant, and Diamond Fast Food.	Excellent	4.5	7 reviews	Free parking Free breakfast Billiards Karaoke Children Activities (Kid / Family Friendly) Airport transportation Non-smoking hotel ATM on site Parking garage Bar / lounge Restaurant Breakfast in the room Snack bar Board games / puzzles 24-hour front desk Private check-in / check-out Laundry service Ironing service	Soundproof rooms Housekeeping Room service Safe Seating area Kitchenette Extra long beds Bath / shower VIP room facilities Bottled water Clothes rack Iron Wake-up service / alarm clock Complimentary toiletries	Bridal suite Non-smoking rooms Family rooms	HOTEL STYLE Budget Quaint Languages Spoken English, Hindi
497	Paniyeli Poru Eranakulam, Malayattoor 683546 India	A river island, acquired as a rubber plantation by the promoters and much appreciated by friends and family for its beautiful locale, the idea of building a resort came about subsequently. The objective was to enable guests to savour the natural beauty of the Periyar river,while staying in a homely setting,unhurried by rules as set in typical commercial resorts. The resort itself is mostly build with an architecture suited to the surroundings.There are two stone cottages and two wooden cottages built using wood salvaged from an old traditional Kerala house near Kochi.We also have four rooms housed in a single building with amazing views of the Periyar river and surrounding mountains and streams. In line with theme of being environmentally friendly,most of the wood used in the resort is recycled from old buildings and furniture . Abandoning planned architecture associated with most commercial properties, the resort is built keeping space and privacy in mind. A guest can spend hours watching the fast flowing river in all its beauty. However,a typical morning after a leisurely breakfast could be spent lazing in the river at choice spots, letting the Periyar flow over and around you, for an experience of a lifetime. Following your frolic in the water, you could be treated to a foot massage by our trained masseur, lunch at your leisure and an afternoon siesta could be followed by a visit to the farm. For the more physically minded, a trek to the Paniyeli poru waterfalls could be arranged. For those who prefer to spend their time by the pool, an infinity pool is available. Our bamboo raft and country boats can be availed to explore the river and its magnificent surroundings. The produce from our vegetables farm and orchard will provide an organic flavor to your meals. A fishing trip with Manu, our local expert will be an experience of a life time.	Excellent	4.5	63 reviews	Free parking Pool Free breakfast Fishing Babysitting Airport transportation Meeting rooms Concierge Infinity pool Outdoor pool Restaurant Breakfast available Non-smoking hotel Private check-in / check-out Laundry service Ironing service	Air conditioning Desk Room service Clothes rack Wake-up service / alarm clock Bath / shower Complimentary toiletries	Non-smoking rooms Suites Family rooms Smoking rooms available	HOTEL CLASS 3.0 of 5 stars HOTEL STYLE Quiet Trendy Languages Spoken English, Hindi
498	No. 119 Xingzhou North Street, Xixia District, Yinchuan China	See why so many travelers make Jiyuan Hostel their guest house of choice when visiting Yinchuan. Providing an ideal mix of value, comfort and convenience, it offers an array of amenities designed for travelers like you. Guest rooms offer air conditioning and a desk, and Jiyuan Hostel makes getting online easy as free wifi is available. You can also take advantage of some of the amenities offered by the guest house, including a 24 hour front desk and baggage storage. Should time allow, Chengtian Temple (West Pagoda) is a popular history museum that is relatively easy to get to. At Jiyuan Hostel, your comfort and satisfaction come first, and they look forward to welcoming you to Yinchuan.				Free High Speed Internet (WiFi) Baggage storage Shared lounge / TV area 24-hour front desk	Air conditioning Desk Housekeeping Clothes rack Bath / shower Complimentary toiletries		
499	8 Lot. Kat'Sand, Saint-Pierre 97250 Martinique								
500	No.702 Qinghe North Street, Yinchuan China								
501	No.230 Lianqian West Road, Siming District, Xiamen 361008 China	Looking for a place to stay in Xiamen? Then look no further than Super 8 Xiamen Railway Station Lianqian West Road, a budget friendly motel that brings the best of Xiamen to your doorstep. In addition, while staying at Super 8 Xiamen Railway Station Lianqian West Road guests have access to room service, and you can stay connected with free wifi. You can also enjoy an on-site restaurant while staying at Super 8 Xiamen Railway Station Lianqian West Road. Close to some of Xiamen's most popular landmarks, such as XiaMen NiuZhuang WenChuang ChanPin Jie (1.4 mi) and Wenzeng Road Strange Slope (1.9 mi), Super 8 Xiamen Railway Station Lianqian West Road is a great destination for tourists. While in Xiamen be sure to experience nearby barbeque restaurants such as LaoLiang TanHuo ShaoKao, BaiDu LianSuo KaoRou Restaurant, or Tairyo (SM XinShengHuo Plaza). Should time allow, Xiamen Jimei Jiageng Park, Marathon Group Portrait Sculpture, and Xiamen Guilai Park are some popular architectural buildings that are relatively easy to get to. We’re sure you’ll enjoy your stay at Super 8 Xiamen Railway Station Lianqian West Road as you experience everything Xiamen has to offer.	Very good	3.5	2 reviews	Free High Speed Internet (WiFi) Wifi Restaurant	Room service		HOTEL CLASS 1.0 of 5 stars
